"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity","log_total_rooms","log_total_bedrooms","log_population","log_households","value_range","cluster"
-117.13,32.7,38,1445,392,1286,357,1.4632,80200,"NEAR OCEAN",7.27586460054653,5.97126183979046,7.15929190479756,5.87773578177964,"[0.6,1.1)","area_0"
-117.12,32.71,33,1256,331,1315,321,1.9286,78500,"NEAR OCEAN",7.13568734702814,5.80211837537706,7.18159194461187,5.77144112313002,"[0.6,1.1)","area_0"
-117.13,32.72,32,2197,623,1784,599,1.901,120300,"NEAR OCEAN",7.69484807238461,6.43454651878745,7.48661331313996,6.39526159811545,"[1.1,1.6)","area_0"
-117.12,32.71,24,421,101,396,113,0.6433,111300,"NEAR OCEAN",6.04263283368238,4.61512051684126,5.98141421125448,4.72738781871234,"[1.1,1.6)","area_0"
-117.13,32.72,19,1341,435,1048,360,1.975,117900,"NEAR OCEAN",7.20117088328168,6.07534603108868,6.95463886488099,5.88610403145016,"[1.1,1.6)","area_0"
-117.13,32.74,46,3355,768,1457,708,2.6604,170100,"NEAR OCEAN",8.11820704940578,6.64378973314767,7.2841348061952,6.56244409369372,"[1.6,2.1)","area_0"
-117.13,32.73,52,1148,214,481,215,5.454,240900,"NEAR OCEAN",7.04577657687951,5.36597601502185,6.17586727010576,5.37063802812766,"[2.1,2.6)","area_0"
-117.13,32.74,50,1527,338,728,322,2.625,203200,"NEAR OCEAN",7.33106030521863,5.82304589548302,6.59030104819669,5.77455154554441,"[1.6,2.1)","area_0"
-117.13,32.73,43,2706,667,1531,614,2.1513,145000,"NEAR OCEAN",7.90322680873073,6.50279004591562,7.33367639565768,6.41999492814714,"[1.1,1.6)","area_0"
-117.13,32.72,43,2160,504,1221,452,2.4821,140600,"NEAR OCEAN",7.67786350067821,6.22257626807137,7.1074254741107,6.11368217983223,"[1.1,1.6)","area_0"
-117.14,32.72,42,1558,458,1227,407,2.2804,139100,"NEAR OCEAN",7.35115822643069,6.12686918411419,7.11232744471091,6.00881318544259,"[1.1,1.6)","area_0"
-117.14,32.71,32,719,251,894,208,1.8456,103100,"NEAR OCEAN",6.57786135772105,5.52545293913178,6.79570577517351,5.33753807970132,"[0.6,1.1)","area_0"
-117.14,32.72,43,1073,344,660,279,2.0529,168800,"NEAR OCEAN",6.9782137426307,5.8406416573734,6.49223983502047,5.63121178182137,"[1.6,2.1)","area_0"
-117.14,32.72,45,1140,310,840,339,1.6156,156300,"NEAR OCEAN",7.03878354138854,5.73657229747919,6.73340189183736,5.82600010738045,"[1.6,2.1)","area_0"
-117.14,32.72,34,2533,862,2011,778,2.1199,160400,"NEAR OCEAN",7.83715965000168,6.75925527066369,7.60638738977265,6.65672652417839,"[1.6,2.1)","area_0"
-117.14,32.71,52,1225,332,955,321,1.6011,106300,"NEAR OCEAN",7.11069612297883,5.80513496891649,6.86171134048073,5.77144112313002,"[1.1,1.6)","area_0"
-117.14,32.71,52,979,314,975,297,1.2375,100000,"NEAR OCEAN",6.88653164253051,5.74939298590825,6.88243747099785,5.6937321388027,"[0.6,1.1)","area_0"
-117.14,32.71,52,800,313,1337,282,1.5594,87500,"NEAR OCEAN",6.68461172766793,5.74620319054015,7.19818357710194,5.64190707093811,"[0.6,1.1)","area_0"
-117.13,32.71,35,614,180,691,164,1.6953,81300,"NEAR OCEAN",6.41999492814714,5.19295685089021,6.53813982376767,5.0998664278242,"[0.6,1.1)","area_0"
-117.14,32.71,43,966,255,857,208,1.2841,72000,"NEAR OCEAN",6.87316383421252,5.54126354515843,6.75343791859778,5.33753807970132,"[0.6,1.1)","area_0"
-117.14,32.71,39,1647,478,2176,479,1.7642,82900,"NEAR OCEAN",7.40671073017764,6.16961073249146,7.68524360797583,6.17170059741091,"[0.6,1.1)","area_0"
-117.14,32.7,32,1280,353,1335,330,1.6023,77300,"NEAR OCEAN",7.15461535691366,5.8664680569333,7.19668657083435,5.79909265446053,"[0.6,1.1)","area_0"
-117.14,32.7,43,1126,289,1132,294,2.1875,87000,"NEAR OCEAN",7.02642680869964,5.66642668811243,7.03174125876313,5.68357976733868,"[0.6,1.1)","area_0"
-117.14,32.7,36,633,148,557,139,1.5729,82700,"NEAR OCEAN",6.45047042214418,4.99721227376411,6.32256523992728,4.93447393313069,"[0.6,1.1)","area_0"
-117.14,32.7,48,510,180,545,132,1.8008,86500,"NEAR OCEAN",6.23441072571837,5.19295685089021,6.30078579466324,4.88280192258637,"[0.6,1.1)","area_0"
-117.14,32.7,44,658,218,869,212,1.9338,89400,"NEAR OCEAN",6.48920493132532,5.38449506278909,6.76734312526539,5.35658627467201,"[0.6,1.1)","area_0"
-117.14,32.7,47,552,161,593,174,0.9589,90000,"NEAR OCEAN",6.31354804627709,5.08140436498446,6.38519439899773,5.15905529921453,"[0.6,1.1)","area_0"
-117.15,32.7,50,475,172,483,120,1.3657,162500,"NEAR OCEAN",6.16331480403464,5.14749447681345,6.18001665365257,4.78749174278205,"[1.6,2.1)","area_0"
-117.15,32.71,52,402,183,557,172,1.3125,87500,"NEAR OCEAN",5.99645208861902,5.20948615284142,6.32256523992728,5.14749447681345,"[0.6,1.1)","area_0"
-117.15,32.71,52,217,82,531,93,1.6607,137500,"NEAR OCEAN",5.37989735354046,4.40671924726425,6.27476202124194,4.53259949315326,"[1.1,1.6)","area_0"
-117.15,32.72,52,344,177,460,147,1.2292,137500,"NEAR OCEAN",5.8406416573734,5.17614973257383,6.13122648948314,4.99043258677874,"[1.1,1.6)","area_0"
-117.16,32.72,52,788,463,805,391,0.9142,162500,"NEAR OCEAN",6.66949808985788,6.13772705408623,6.69084227741856,5.96870755998537,"[1.6,2.1)","area_0"
-117.16,32.71,5,2508,827,2066,761,1.3092,325000,"NEAR OCEAN",7.82724090175281,6.71780469502369,7.63336964967958,6.63463335786169,"[3.1,3.6)","area_0"
-117.17,32.71,7,2493,693,951,641,4.2375,205000,"NEAR OCEAN",7.82124208352356,6.5410299991899,6.85751406254539,6.46302945692067,"[1.6,2.1)","area_0"
-117.17,32.71,39,311,181,206,113,0.7685,187500,"NEAR OCEAN",5.73979291217923,5.19849703126583,5.32787616878958,4.72738781871234,"[1.6,2.1)","area_0"
-117.14,32.73,26,450,132,317,109,4,137500,"NEAR OCEAN",6.10924758276437,4.88280192258637,5.75890177387728,4.69134788222914,"[1.1,1.6)","area_0"
-117.16,32.73,52,1218,471,821,429,1.9597,200000,"NEAR OCEAN",7.10496544826984,6.15485809401642,6.71052310945243,6.06145691892802,"[1.6,2.1)","area_0"
-117.16,32.72,27,1245,471,653,451,1.2668,225000,"NEAR OCEAN",7.12689080889881,6.15485809401642,6.48157712927643,6.11146733950268,"[2.1,2.6)","area_0"
-117.17,32.73,52,408,143,313,143,1.815,116700,"NEAR OCEAN",6.01126717440416,4.96284463025991,5.74620319054015,4.96284463025991,"[1.1,1.6)","area_0"
-117.16,32.73,52,1863,559,906,493,1.9203,195800,"NEAR OCEAN",7.52994337060159,6.3261494731551,6.80903930604298,6.20050917404269,"[1.6,2.1)","area_0"
-117.16,32.74,49,1815,495,601,410,3.0571,418800,"NEAR OCEAN",7.50384074669895,6.20455776256869,6.39859493453521,6.01615715969835,"[4.1,4.6)","area_0"
-117.16,32.74,43,1437,406,692,379,3.1979,466700,"NEAR OCEAN",7.27031288607902,6.00635315960173,6.53958595561767,5.93753620508243,"[4.6,5.1]","area_0"
-117.17,32.74,39,3803,806,1567,775,3.7039,361500,"NEAR OCEAN",8.24354550792826,6.69208374250663,7.35691824235602,6.65286302935335,"[3.6,4.1)","area_0"
-117.17,32.73,52,55,18,65,22,1.6591,112500,"NEAR OCEAN",4.00733318523247,2.89037175789616,4.17438726989564,3.09104245335832,"[1.1,1.6)","area_0"
-117.2,32.76,40,581,157,298,156,2.4,255000,"NEAR OCEAN",6.36475075685191,5.05624580534831,5.6970934865054,5.04985600724954,"[2.1,2.6)","area_0"
-117.18,32.74,20,1165,269,459,244,3.175,191700,"NEAR OCEAN",7.0604763659998,5.59471137960184,6.12905021006055,5.4971682252932,"[1.6,2.1)","area_0"
-117.19,32.75,52,25,5,13,5,0.536,162500,"NEAR OCEAN",3.2188758248682,1.6094379124341,2.56494935746154,1.6094379124341,"[1.6,2.1)","area_0"
-117.21,32.75,15,1716,702,914,672,1.0612,300000,"NEAR OCEAN",7.44775128004791,6.55393340402581,6.81783057145415,6.51025834052315,"[2.6,3.1)","area_0"
-117.21,32.74,45,3025,583,1980,550,2.2982,87500,"NEAR OCEAN",8.01466637046494,6.36818718635049,7.59085212368858,6.30991827822652,"[0.6,1.1)","area_0"
-117.21,32.75,27,2072,534,1118,510,2.8043,262100,"NEAR OCEAN",7.63626960337937,6.2803958389602,7.01929665371504,6.23441072571837,"[2.6,3.1)","area_0"
-117.22,32.75,24,3914,985,2147,874,2.9735,225000,"NEAR OCEAN",8.27231514795602,6.89264164117209,7.67182679787878,6.77308037565554,"[2.1,2.6)","area_0"
-117.22,32.75,26,696,185,384,184,2.6121,125000,"NEAR OCEAN",6.54534966033442,5.22035582507832,5.95064255258773,5.21493575760899,"[1.1,1.6)","area_0"
-117.23,32.75,23,2415,653,1275,596,3.1389,101800,"NEAR OCEAN",7.78945456608667,6.48157712927643,7.15070145759253,6.39024066706535,"[0.6,1.1)","area_0"
-117.22,32.75,26,617,112,251,110,3.8036,162000,"NEAR OCEAN",6.42486902390539,4.71849887129509,5.52545293913178,4.70048036579242,"[1.6,2.1)","area_0"
-117.21,32.74,52,1245,174,468,193,6.9322,334500,"NEAR OCEAN",7.12689080889881,5.15905529921453,6.14846829591765,5.26269018890489,"[3.1,3.6)","area_0"
-117.22,32.74,52,1260,202,555,209,7.2758,345200,"NEAR OCEAN",7.13886699994552,5.30826769740121,6.31896811374643,5.34233425196481,"[3.1,3.6)","area_0"
-117.22,32.75,34,6001,1111,2654,1072,4.5878,291000,"NEAR OCEAN",8.69968140098951,7.01301578963963,7.88382321489215,6.97728134163075,"[2.6,3.1)","area_0"
-117.23,32.73,35,2914,683,1562,638,2.5259,240200,"NEAR OCEAN",7.97728198675515,6.52649485957079,7.35372233039963,6.45833828334479,"[2.1,2.6)","area_0"
-117.23,32.73,44,1168,263,509,256,2.7273,269700,"NEAR OCEAN",7.06304816338817,5.57215403217776,6.23244801655052,5.54517744447956,"[2.6,3.1)","area_0"
-117.23,32.72,43,952,209,392,210,2.1635,244200,"NEAR OCEAN",6.85856503479136,5.34233425196481,5.97126183979046,5.34710753071747,"[2.1,2.6)","area_0"
-117.23,32.74,44,1404,229,513,217,4.1806,263800,"NEAR OCEAN",7.24708058458576,5.43372200355424,6.24027584517077,5.37989735354046,"[2.6,3.1)","area_0"
-117.24,32.74,43,2216,375,918,388,5.5289,297700,"NEAR OCEAN",7.70345904786717,5.92692602597041,6.82219739062049,5.96100533962327,"[2.6,3.1)","area_0"
-117.23,32.73,36,2052,287,699,265,7.5557,441400,"NEAR OCEAN",7.62657020629066,5.65948221575962,6.54965074223381,5.57972982598622,"[4.1,4.6)","area_0"
-117.24,32.72,39,3089,431,1175,432,7.5925,466700,"NEAR OCEAN",8.03560269291858,6.06610809010375,7.06902342657826,6.06842558824411,"[4.6,5.1]","area_0"
-117.24,32.72,39,3819,594,1361,583,6.6013,396400,"NEAR OCEAN",8.24774388722552,6.38687931936265,7.21597500265147,6.36818718635049,"[3.6,4.1)","area_0"
-117.25,32.72,33,1677,228,629,239,6.597,496400,"NEAR OCEAN",7.42476176182321,5.42934562895444,6.44413125670044,5.47646355193151,"[4.6,5.1]","area_0"
-117.28,32.73,44,1934,325,783,316,4.8684,358600,"NEAR OCEAN",7.56734567601324,5.78382518232974,6.6631326959908,5.75574221358691,"[3.6,4.1)","area_0"
-117.28,32.74,33,4168,1112,1785,984,2.7515,247700,"NEAR OCEAN",8.3351915834332,7.01391547481053,7.48717369421374,6.89162589705225,"[2.1,2.6)","area_0"
-117.25,32.74,36,3548,956,1648,866,2.6962,288200,"NEAR OCEAN",8.17413934342947,6.8627579130514,7.40731771046942,6.76388490856244,"[2.6,3.1)","area_0"
-117.25,32.74,40,2186,549,953,515,2.8007,257100,"NEAR OCEAN",7.68982866873648,6.30809844150953,6.8596149036542,6.24416690066374,"[2.6,3.1)","area_0"
-117.24,32.74,44,1686,285,712,298,4.0268,298600,"NEAR OCEAN",7.4301141385618,5.65248918026865,6.56807791141198,5.6970934865054,"[2.6,3.1)","area_0"
-117.25,32.73,39,1688,256,635,272,4.5938,367400,"NEAR OCEAN",7.4312996751559,5.54517744447956,6.45362499889269,5.605802066296,"[3.6,4.1)","area_0"
-117.23,32.74,16,735,139,299,134,4.6354,179200,"NEAR OCEAN",6.59987049921284,4.93447393313069,5.70044357339069,4.89783979995091,"[1.6,2.1)","area_0"
-117.23,32.74,16,1953,404,798,385,4.8167,169800,"NEAR OCEAN",7.57712193087668,6.00141487796115,6.68210859744981,5.95324333428778,"[1.6,2.1)","area_0"
-117.23,32.74,35,2615,525,1312,547,4.1339,238200,"NEAR OCEAN",7.86901937649902,6.26339826259162,7.17930796950403,6.30444880242198,"[2.1,2.6)","area_0"
-117.24,32.75,36,1856,475,822,416,2.3042,220600,"NEAR OCEAN",7.52617891334615,6.16331480403464,6.71174039505618,6.03068526026126,"[2.1,2.6)","area_0"
-117.25,32.75,32,3551,1037,1731,935,2.2017,208300,"NEAR OCEAN",8.17498453294309,6.94408720822953,7.45645455517621,6.84054652928869,"[2.1,2.6)","area_0"
-117.25,32.75,36,1929,526,974,491,1.7622,205800,"NEAR OCEAN",7.56475701290573,6.26530121273771,6.88141130364254,6.19644412779452,"[2.1,2.6)","area_0"
-117.24,32.75,33,1980,614,1057,567,2.2042,231300,"NEAR OCEAN",7.59085212368858,6.41999492814714,6.96318998587024,6.34035930372775,"[2.1,2.6)","area_0"
-117.25,32.75,37,1189,377,645,377,2.4672,216700,"NEAR OCEAN",7.08086789669078,5.93224518744801,6.46925031679577,5.93224518744801,"[2.1,2.6)","area_0"
-117.25,32.79,37,1467,442,651,354,2.375,340400,"NEAR OCEAN",7.29097477814298,6.0913098820777,6.47850964220857,5.86929691313377,"[3.1,3.6)","area_0"
-117.25,32.79,43,906,240,458,205,1.8365,328600,"NEAR OCEAN",6.80903930604298,5.48063892334199,6.12686918411419,5.32300997913841,"[3.1,3.6)","area_0"
-117.25,32.77,32,2021,524,973,485,3.18,362500,"NEAR OCEAN",7.61134771740362,6.26149168432104,6.880384082186,6.18414889093748,"[3.6,4.1)","area_0"
-117.25,32.77,35,2494,690,1126,624,4.0313,385300,"NEAR OCEAN",7.82164312623998,6.5366915975913,7.02642680869964,6.43615036836943,"[3.6,4.1)","area_0"
-117.25,32.76,38,2331,493,836,433,4.9125,452600,"NEAR OCEAN",7.75405263903576,6.20050917404269,6.7286286130847,6.07073772800249,"[4.1,4.6)","area_0"
-117.22,32.78,22,2020,466,1010,429,3.4527,175000,"NEAR OCEAN",7.61085279039525,6.14418563412565,6.9177056098353,6.06145691892802,"[1.6,2.1)","area_0"
-117.23,32.79,28,2453,648,1082,617,3.625,266700,"NEAR OCEAN",7.80506704425849,6.47389069635227,6.98656645940643,6.42486902390539,"[2.6,3.1)","area_0"
-117.23,32.78,35,1649,355,746,360,4.6293,356500,"NEAR OCEAN",7.4079243225596,5.87211778947542,6.61472560020376,5.88610403145016,"[3.6,4.1)","area_0"
-117.24,32.79,17,1149,266,403,228,4.1652,241700,"NEAR OCEAN",7.04664727784876,5.5834963087817,5.99893656194668,5.42934562895444,"[2.1,2.6)","area_0"
-117.24,32.79,18,2539,616,964,526,3.4306,275000,"NEAR OCEAN",7.83952558170468,6.42324696353352,6.87109129461055,6.26530121273771,"[2.6,3.1)","area_0"
-117.24,32.79,20,961,278,525,254,3.1838,245800,"NEAR OCEAN",6.86797440897029,5.62762111369064,6.26339826259162,5.53733426701854,"[2.1,2.6)","area_0"
-117.24,32.79,25,2135,691,566,320,2.6902,212500,"NEAR OCEAN",7.66622192566273,6.53813982376767,6.33859407820318,5.76832099579377,"[2.1,2.6)","area_0"
-117.24,32.79,18,1741,602,508,283,3.2625,193800,"NEAR OCEAN",7.46221493976819,6.40025744530882,6.23048144757848,5.64544689764324,"[1.6,2.1)","area_0"
-117.21,32.8,19,786,282,525,229,1.7273,137500,"NEAR OCEAN",6.66695679242921,5.64190707093811,6.26339826259162,5.43372200355424,"[1.1,1.6)","area_0"
-117.23,32.8,22,2981,873,1751,745,2.3482,190600,"NEAR OCEAN",8.00001409367807,6.7719355558396,7.46794233228585,6.61338421837956,"[1.6,2.1)","area_0"
-117.23,32.81,28,1508,263,996,267,3.8026,270000,"NEAR OCEAN",7.3185395485679,5.57215403217776,6.9037472575846,5.58724865840025,"[2.6,3.1)","area_0"
-117.22,32.81,21,1703,335,902,369,3.7813,362500,"NEAR OCEAN",7.44014668066269,5.81413053182507,6.80461452006262,5.91079664404053,"[3.6,4.1)","area_0"
-117.25,32.8,37,1096,260,490,267,3.2663,270600,"NEAR OCEAN",6.99942246750796,5.56068163101553,6.19440539110467,5.58724865840025,"[2.6,3.1)","area_0"
-117.25,32.8,32,1601,468,731,429,2.5568,258300,"NEAR OCEAN",7.37838371299671,6.14846829591765,6.59441345974978,6.06145691892802,"[2.6,3.1)","area_0"
-117.25,32.8,31,2182,630,1069,599,2.9781,212500,"NEAR OCEAN",7.68799716639302,6.44571981938558,6.97447891102505,6.39526159811545,"[2.1,2.6)","area_0"
-117.25,32.79,27,848,300,455,298,3.0774,275000,"NEAR OCEAN",6.7428806357919,5.7037824746562,6.12029741895095,5.6970934865054,"[2.6,3.1)","area_0"
-117.25,32.79,25,1627,375,735,378,3.6429,317100,"NEAR OCEAN",7.39449310721904,5.92692602597041,6.59987049921284,5.93489419561959,"[3.1,3.6)","area_0"
-117.23,32.8,21,2429,579,1011,538,3.225,229400,"NEAR OCEAN",7.79523492900217,6.361302477573,6.91869521902047,6.28785856016178,"[2.1,2.6)","area_0"
-117.23,32.8,31,1403,388,724,371,2.6403,216100,"NEAR OCEAN",7.24636808010246,5.96100533962327,6.58479139238572,5.91620206260743,"[2.1,2.6)","area_0"
-117.23,32.8,28,3379,918,1849,849,3.0293,241700,"NEAR OCEAN",8.12533508671429,6.82219739062049,7.52240023138712,6.74405918631135,"[2.1,2.6)","area_0"
-117.24,32.8,19,1863,497,868,503,2.288,210000,"NEAR OCEAN",7.52994337060159,6.20859002609663,6.76619171466035,6.22059017009974,"[2.1,2.6)","area_0"
-117.24,32.8,30,1917,462,828,437,2.4671,276300,"NEAR OCEAN",7.55851674304564,6.13556489108174,6.71901315438526,6.07993319509559,"[2.6,3.1)","area_0"
-117.25,32.81,32,2402,551,1020,532,3.3942,307400,"NEAR OCEAN",7.78405700263993,6.31173480915291,6.92755790627832,6.27664348934164,"[3.1,3.6)","area_0"
-117.25,32.8,35,2281,506,1005,496,4.2296,275000,"NEAR OCEAN",7.73236922228439,6.22653666928747,6.91274282049318,6.20657592672493,"[2.6,3.1)","area_0"
-117.25,32.8,26,2442,659,1134,624,3.3274,295500,"NEAR OCEAN",7.80057265467065,6.49072353450251,7.0335064842877,6.43615036836943,"[2.6,3.1)","area_0"
-117.26,32.8,30,1446,385,650,344,3.744,450000,"NEAR OCEAN",7.27655640271871,5.95324333428778,6.47697236288968,5.8406416573734,"[4.1,4.6)","area_0"
-117.24,32.81,33,1588,289,683,301,5.4103,332400,"NEAR OCEAN",7.37023064180708,5.66642668811243,6.52649485957079,5.70711026474888,"[3.1,3.6)","area_0"
-117.24,32.81,34,2420,391,917,392,6.5881,394400,"NEAR OCEAN",7.79152281915073,5.96870755998537,6.82110747225646,5.97126183979046,"[3.6,4.1)","area_0"
-117.25,32.81,39,1846,350,765,329,3.9187,311900,"NEAR OCEAN",7.5207764150628,5.85793315448346,6.63987583382654,5.79605775076537,"[3.1,3.6)","area_0"
-117.27,32.84,34,1655,450,870,411,3.2109,376000,"NEAR OCEAN",7.41155628781116,6.10924758276437,6.76849321164863,6.01859321449623,"[3.6,4.1)","area_0"
-117.28,32.84,41,1420,338,640,314,2.9306,360300,"NEAR OCEAN",7.25841215059531,5.82304589548302,6.46146817635372,5.74939298590825,"[3.6,4.1)","area_0"
-117.27,32.83,39,1877,426,805,409,3.875,410000,"NEAR OCEAN",7.53743003658651,6.05443934626937,6.69084227741856,6.0137151560428,"[4.1,4.6)","area_0"
-117.28,32.83,34,2392,653,933,619,3.7306,500000,"NEAR OCEAN",7.77988511507052,6.48157712927643,6.83840520084734,6.4281052726846,"[4.6,5.1]","area_0"
-117.27,32.82,42,2820,488,1175,500,4.5083,405200,"NEAR OCEAN",7.94449216393216,6.19031540585315,7.06902342657826,6.21460809842219,"[4.1,4.6)","area_0"
-117.27,32.85,34,2105,444,780,406,2.3187,488900,"NEAR OCEAN",7.65207074611648,6.09582456243222,6.65929391968364,6.00635315960173,"[4.6,5.1]","area_0"
-117.28,32.84,21,2455,660,1015,597,3.7596,381300,"NEAR OCEAN",7.80588204022862,6.49223983502047,6.92264389147589,6.3919171133926,"[3.6,4.1)","area_0"
-117.23,32.81,22,3205,429,1083,410,8.1844,406300,"NEAR OCEAN",8.07246736935477,6.06145691892802,6.98749024700099,6.01615715969835,"[4.1,4.6)","area_0"
-117.24,32.82,20,2467,332,731,335,7.2559,392300,"NEAR OCEAN",7.81075811652936,5.80513496891649,6.59441345974978,5.81413053182507,"[3.6,4.1)","area_0"
-117.23,32.88,18,5566,1465,6303,1458,1.858,205000,"NEAR OCEAN",8.62443194208584,7.28961052145117,8.74878098951311,7.2848209125686,"[1.6,2.1)","area_0"
-117.23,32.85,25,4229,601,1634,574,6.3955,316700,"NEAR OCEAN",8.34972083747249,6.39859493453521,7.39878627541995,6.35262939631957,"[3.1,3.6)","area_0"
-117.21,32.86,26,1352,202,654,217,5.3693,260700,"NEAR OCEAN",7.20934025660291,5.30826769740121,6.4831073514572,5.37989735354046,"[2.6,3.1)","area_0"
-117.21,32.85,15,2593,521,901,456,4.2065,277800,"NEAR OCEAN",7.86057078553866,6.25575004175337,6.80350525760834,6.12249280951439,"[2.6,3.1)","area_0"
-117.21,32.85,26,2012,315,872,335,5.4067,277500,"NEAR OCEAN",7.60688453121963,5.75257263882563,6.77078942390898,5.81413053182507,"[2.6,3.1)","area_0"
-117.24,32.83,18,3109,501,949,368,7.4351,445700,"NEAR OCEAN",8.04205641005875,6.21660610108486,6.85540879860993,5.90808293816893,"[4.1,4.6)","area_0"
-117.25,32.82,19,5255,762,1773,725,7.8013,474000,"NEAR OCEAN",8.56693528331105,6.63594655568665,7.48042830607421,6.58617165485467,"[4.6,5.1]","area_0"
-117.19,32.86,18,4231,728,2030,720,6.1805,272400,"NEAR OCEAN",8.35019365072007,6.59030104819669,7.61579107203583,6.5792512120101,"[2.6,3.1)","area_0"
-117.2,32.85,22,3501,631,1297,581,4.7891,295300,"NEAR OCEAN",8.16080392095467,6.44730586254121,7.16780918431644,6.36475075685191,"[2.6,3.1)","area_0"
-117.2,32.85,26,2298,549,980,555,2.4207,213500,"NEAR OCEAN",7.7397944584087,6.30809844150953,6.88755257166462,6.31896811374643,"[2.1,2.6)","area_0"
-117.23,32.86,16,1675,354,604,332,5.2326,188300,"NEAR OCEAN",7.42356844425917,5.86929691313377,6.40357419793482,5.80513496891649,"[1.6,2.1)","area_0"
-117.23,32.86,15,1199,301,510,296,3.6083,180100,"NEAR OCEAN",7.08924315502751,5.70711026474888,6.23441072571837,5.69035945432406,"[1.6,2.1)","area_0"
-117.23,32.86,16,1200,468,648,443,3.045,100000,"NEAR OCEAN",7.09007683577609,6.14846829591765,6.47389069635227,6.09356977004514,"[0.6,1.1)","area_0"
-117.23,32.87,11,3123,740,1223,634,5.417,196800,"NEAR OCEAN",8.04654935728308,6.60665018619822,7.10906213568717,6.45204895443723,"[1.6,2.1)","area_0"
-117.22,32.86,4,16289,4585,7604,4176,3.6287,280800,"NEAR OCEAN",9.6982453123576,8.43054538469057,8.93642970360832,8.33710912956247,"[2.6,3.1)","area_0"
-117.22,32.87,5,3511,1008,1599,918,3.8542,176600,"NEAR OCEAN",8.16365617616843,6.91572344863131,7.37713371283395,6.82219739062049,"[1.6,2.1)","area_0"
-117.21,32.89,14,3114,773,1592,776,3.3176,156100,"NEAR OCEAN",8.04366335239394,6.65027904858742,7.37274636640433,6.65415252018322,"[1.6,2.1)","area_0"
-117.15,32.91,14,1259,238,889,247,4.9464,174800,"<1H OCEAN",7.13807303404435,5.47227067367148,6.7900972355139,5.50938833662798,"[1.6,2.1)","area_0"
-117.16,32.91,5,1619,272,1063,296,6.0891,214600,"<1H OCEAN",7.38956395367764,5.605802066296,6.96885037834195,5.69035945432406,"[2.1,2.6)","area_0"
-117.15,32.91,10,2349,431,1598,435,4.8229,183200,"<1H OCEAN",7.76174498465891,6.06610809010375,7.37650812632622,6.07534603108868,"[1.6,2.1)","area_0"
-117.15,32.9,12,1681,381,1050,362,4.2008,176100,"<1H OCEAN",7.42714413340862,5.9427993751267,6.95654544315157,5.89164421182577,"[1.6,2.1)","area_0"
-117.16,32.89,5,8576,1952,5006,1827,4.3598,189100,"<1H OCEAN",9.05672288331058,7.57660976697304,8.51839247199172,7.51043055637801,"[1.6,2.1)","area_0"
-117.12,32.91,8,3405,961,1742,918,2.8728,114600,"<1H OCEAN",8.13300021858361,6.86797440897029,7.46278915741245,6.82219739062049,"[1.1,1.6)","area_0"
-117.13,32.91,16,3230,579,1825,576,4.2969,151200,"<1H OCEAN",8.0802374162167,6.361302477573,7.50933526601659,6.35610766069589,"[1.1,1.6)","area_0"
-117.12,32.9,13,1743,363,854,353,4.6667,138200,"<1H OCEAN",7.46336304552002,5.89440283426485,6.74993119378857,5.8664680569333,"[1.1,1.6)","area_0"
-117.14,32.92,15,3242,595,1936,593,4.9706,184700,"<1H OCEAN",8.08394570229562,6.38856140554563,7.56837926783652,6.38519439899773,"[1.6,2.1)","area_0"
-117.13,32.92,16,1580,241,917,261,4.7266,191100,"<1H OCEAN",7.36518012602101,5.48479693349065,6.82110747225646,5.56452040732269,"[1.6,2.1)","area_0"
-117.13,32.94,15,4846,825,2797,823,4.9375,180400,"<1H OCEAN",8.48590890137647,6.71538338633468,7.93630269320196,6.71295620067707,"[1.6,2.1)","area_0"
-117.13,32.93,16,2918,444,1697,444,5.3062,195500,"<1H OCEAN",7.97865372908273,6.09582456243222,7.43661726523423,6.09582456243222,"[1.6,2.1)","area_0"
-117.14,32.93,14,1946,463,1205,390,4.2109,171200,"<1H OCEAN",7.57353126274595,6.13772705408623,7.09423484592476,5.96614673912369,"[1.6,2.1)","area_0"
-117.14,32.93,12,1474,364,1009,372,4.0521,166700,"<1H OCEAN",7.29573507274928,5.89715386763674,6.91671502035361,5.91889385427315,"[1.6,2.1)","area_0"
-117.14,32.93,16,2412,419,1612,422,4.5086,171100,"<1H OCEAN",7.78821155784708,6.03787091992214,7.38523092306657,6.04500531403601,"[1.6,2.1)","area_0"
-117.15,32.93,16,2718,438,1515,431,5.1433,185300,"<1H OCEAN",7.90765159471109,6.08221891037645,7.32317071794347,6.06610809010375,"[1.6,2.1)","area_0"
-117.14,32.92,15,1558,314,949,332,5.2864,174400,"<1H OCEAN",7.35115822643069,5.74939298590825,6.85540879860993,5.80513496891649,"[1.6,2.1)","area_0"
-117.15,32.92,16,1972,402,1377,413,4.4615,168300,"<1H OCEAN",7.58680353516258,5.99645208861902,7.22766249872865,6.02344759296103,"[1.6,2.1)","area_0"
-117.15,32.92,16,2969,514,1594,465,4.5221,168300,"<1H OCEAN",7.99598047476376,6.24222326545517,7.37400185935016,6.14203740558736,"[1.6,2.1)","area_0"
